id,key,value,type
656516374,highway,crossing,node
656516374,supervised,no,node
656516374,tactile_paving,no,node
656516374,traffic_signals:sound,no,node
656516406,crossing,uncontrolled,node
656516406,crossing_ref,zebra,node
656516406,highway,crossing,node
656516440,crossing,traffic_signals,node
656516440,crossing_ref,zebra,node
656516440,highway,traffic_signals,node
656516450,crossing,uncontrolled,node
656516450,crossing_ref,zebra,node
656516450,highway,crossing,node
656516450,supervised,no,node
656516472,bicycle,yes,node
656516472,button_operated,yes,node
656516472,crossing,traffic_signals,node
656516472,duration,00:01:30,node
656516472,highway,traffic_signals,node
656516472,traffic_signals,signal,node
656516489,crossing,island,node
656516489,crossing_ref,zebra,node
656516489,highway,crossing,node
656516498,crossing,island,node
656516498,crossing_ref,zebra,node
656516498,highway,crossing,node
656516505,crossing,island,node
656516505,crossing_ref,zebra,node
656516505,highway,crossing,node
656516525,crossing,uncontrolled,node
656516525,crossing_ref,zebra,node
656516525,highway,crossing,node
656516536,highway,speed_camera,node
656516536,maxspeed,50,node
660065786,crossing,traffic_signals,node
660065786,crossing_ref,zebra,node
660065786,highway,traffic_signals,node
660065799,crossing,traffic_signals,node
660065799,crossing_ref,zebra,node
660065799,highway,traffic_signals,node
660065799,traffic_signals,signal,node
660065818,button_operated,yes,node
660065818,crossing,traffic_signals,node
660065818,crossing_ref,zebra,node
660065818,highway,traffic_signals,node
660065818,supervised,no,node
660065818,traffic_signals:sound,no,node
660065822,bus,yes,node
660065822,public_transport,stop_position,node
660065842,crossing,uncontrolled,node
660065842,crossing_ref,zebra,node
660065842,highway,crossing,node
660065863,crossing,uncontrolled,node
660065863,crossing_ref,zebra,node
660065863,highway,crossing,node
660065864,button_operated,yes,node
660065864,crossing,traffic_signals,node
660065864,crossing_ref,zebra,node
660065864,highway,traffic_signals,node
660065864,supervised,no,node
660065864,traffic_signals:sound,no,node
662709632,highway,stop,node
662709645,crossing,uncontrolled,node
662709645,crossing_ref,zebra,node
662709645,highway,crossing,node
662709695,bus,yes,node
662709695,public_transport,stop_position,node
662709696,bus,yes,node
662709696,public_transport,stop_position,node
662709725,bus,yes,node
662709725,public_transport,stop_position,node
662709729,crossing,island,node
662709729,direction,backward,node
662709729,highway,crossing,node
662709729,traffic_calming,hump,node
662726615,crossing,island,node
662726615,crossing_ref,zebra,node
662726615,highway,crossing,node
662734460,highway,stop,node
662734469,highway,speed_camera,node
662734469,maxspeed,50,node
663136919,highway,stop,node
663136919,side,right,node
663136919,traffic_sign:forward,BR:R-1,node
663136925,crossing,uncontrolled,node
663136925,crossing_ref,zebra,node
663136925,highway,crossing,node
663136954,button_operated,no,node
663136954,crossing,uncontrolled,node
663136954,crossing_ref,zebra,node
663136954,highway,crossing,node
663136954,supervised,no,node
663136954,tactile_paving,no,node
663136954,traffic_signals:sound,no,node
663136982,highway,stop,node
663136986,crossing,uncontrolled,node
663136986,crossing_ref,zebra,node
663136986,highway,crossing,node
663136999,crossing,traffic_signals,node
663136999,crossing_ref,zebra,node
663136999,highway,crossing,node
663137012,bicycle,yes,node
663137012,crossing,uncontrolled,node
663137012,crossing_ref,zebra,node
663137012,highway,crossing,node
663137012,supervised,no,node
663137014,highway,give_way,node
663137025,crossing,uncontrolled,node
663137025,crossing_ref,zebra,node
663137025,highway,crossing,node
663137047,crossing,uncontrolled,node
663137047,crossing_ref,zebra,node
663137047,highway,crossing,node
663137070,crossing,island,node
663137070,crossing_ref,zebra,node
663137070,direction,forward,node
663137070,highway,crossing,node
663137070,side,up,node
663137070,supervised,no,node
663137070,tactile_paving,no,node
663137075,bicycle,yes,node
663137075,crossing,uncontrolled,node
663137075,crossing_ref,zebra,node
663137075,highway,crossing,node
663137081,crossing,uncontrolled,node
663137081,crossing_ref,zebra,node
663137081,highway,crossing,node
663137094,crossing,uncontrolled,node
663137094,crossing_ref,zebra,node
663137094,highway,crossing,node
663137138,bus,yes,node
663137138,public_transport,stop_position,node
663137162,direction,forward,node
663137162,highway,give_way,node
663137213,crossing,uncontrolled,node
663137213,crossing_ref,zebra,node
663137213,highway,crossing,node
663137216,crossing,uncontrolled,node
663137216,crossing_ref,zebra,node
663137216,highway,crossing,node
663137221,crossing,uncontrolled,node
663137221,crossing_ref,zebra,node
663137221,highway,crossing,node
663137234,crossing,uncontrolled,node
663137234,crossing_ref,zebra,node
663137234,highway,crossing,node
663137267,crossing,uncontrolled,node
663137267,crossing_ref,zebra,node
663137267,highway,crossing,node
663137272,crossing,uncontrolled,node
663137272,crossing_ref,zebra,node
663137272,highway,crossing,node
663518535,crossing,uncontrolled,node
663518535,crossing_ref,zebra,node
663518535,highway,crossing,node
663518535,kerb,lowered,node
663518535,supervised,no,node
663518535,tactile_paving,yes,node
663518550,crossing,uncontrolled,node
663518550,crossing_ref,zebra,node
663518550,highway,crossing,node
664327575,crossing,traffic_signals,node
664327575,crossing_ref,zebra,node
664327575,highway,traffic_signals,node
664327589,bus,yes,node
664327589,public_transport,stop_position,node
664327602,crossing,uncontrolled,node
664327602,crossing_ref,zebra,node
664327602,highway,crossing,node
664327611,crossing,uncontrolled,node
664327611,crossing_ref,zebra,node
664327611,highway,crossing,node
664327615,crossing,uncontrolled,node
664327615,crossing_ref,zebra,node
664327615,highway,crossing,node
664327621,bus,yes,node
664327621,public_transport,stop_position,node
664330819,highway,stop,node
665034649,crossing,island,node
665034649,crossing_ref,zebra,node
665034649,highway,crossing,node
665034649,supervised,no,node
665034649,tactile_paving,no,node
665034654,crossing,traffic_signals,node
665034654,crossing_ref,zebra,node
665034654,highway,traffic_signals,node
665034665,crossing,uncontrolled,node
665034665,crossing_ref,zebra,node
665034665,highway,crossing,node
665038037,crossing,island,node
665038037,crossing_ref,zebra,node
665038037,highway,crossing,node
665038043,crossing,uncontrolled,node
665038043,crossing_ref,zebra,node
665038043,highway,crossing,node
665038049,bus,yes,node
665038049,public_transport,stop_position,node
665038050,crossing,uncontrolled,node
665038050,crossing_ref,zebra,node
665038050,highway,crossing,node
665038056,bus,yes,node
665038056,public_transport,stop_position,node
666479790,highway,stop,node
666479792,highway,stop,node
666561284,traffic_calming,bump,node
666561287,traffic_calming,bump,node
666595817,bus,yes,node
666595817,public_transport,stop_position,node
666595877,bus,yes,node
666595877,public_transport,stop_position,node
666595894,button_operated,no,node
666595894,crossing,uncontrolled,node
666595894,crossing_ref,zebra,node
666595894,direction,forward,node
666595894,highway,crossing,node
666595894,side,right,node
666595894,supervised,no,node
666595894,tactile_paving,no,node
666595894,traffic_signals:sound,no,node
666595894,traffic_signals:vibration,no,node
666595899,crossing,uncontrolled,node
666595899,crossing_ref,zebra,node
666595899,highway,crossing,node
666651838,bus,yes,node
666651838,public_transport,stop_position,node
666651893,highway,give_way,node
666651943,crossing,uncontrolled,node
666651943,crossing_ref,zebra,node
666651943,highway,crossing,node
666651954,crossing,uncontrolled,node
666651954,crossing_ref,zebra,node
666651954,highway,crossing,node
666652010,bus,yes,node
666652010,public_transport,stop_position,node
666652051,highway,speed_camera,node
666652051,maxspeed,50,node
666652053,crossing,uncontrolled,node
666652053,crossing_ref,zebra,node
666652053,highway,crossing,node
666652062,crossing,uncontrolled,node
666652062,crossing_ref,zebra,node
666652062,highway,crossing,node
667635476,bus,yes,node
667635476,public_transport,stop_position,node
667635489,crossing,uncontrolled,node
667635489,crossing_ref,zebra,node
667635489,highway,crossing,node
667635493,crossing,uncontrolled,node
667635493,crossing_ref,zebra,node
667635493,highway,crossing,node
668460981,addr:housenumber,665,node
668460981,addr:street,Rua São Paulo,node
668460981,amenity,fuel,node
668460981,brand,Branca,node
668460981,name,Posto Márcio,node
668460981,operator,Rede Márcio,node
668460981,shop,convenience,node
672581496,noexit,yes,node
672581502,noexit,yes,node
672581524,bus,yes,node
672581524,public_transport,stop_position,node
672581583,noexit,yes,node
672581605,crossing,uncontrolled,node
672581605,crossing_ref,zebra,node
672581605,highway,crossing,node
672581654,bus,yes,node
672581654,public_transport,stop_position,node
672581661,bus,yes,node
672581661,public_transport,stop_position,node
672581662,bicycle,yes,node
672581662,crossing,uncontrolled,node
672581662,crossing_ref,zebra,node
672581662,highway,crossing,node
672581662,supervised,no,node
672581662,tactile_paving,no,node
679630193,addr:housenumber,2423,node
679630193,addr:street,Rua São Paulo,node
679630193,amenity,fuel,node
679630193,name,Posto Bela Jóia II,node
679630193,operator,Shell,node
679630193,shop,convenience,node
679630209,addr:housenumber,3149,node
679630209,addr:street,Rua São Paulo,node
679630209,amenity,fuel,node
679630209,brand,Branca,node
679630209,fuel:biodiesel,no,node
679630209,fuel:biogas,no,node
679630209,fuel:cng,no,node
679630209,fuel:diesel,no,node
679630209,fuel:octane_87,yes,node
679630209,fuel:octane_98,yes,node
679630209,name,Posto S D,node
679630209,operator,Rede Juninho,node
679630212,addr:housenumber,2426,node
679630212,addr:street,Rua das Missões,node
679630212,amenity,fuel,node
679630212,brand,BR,node
679630212,name,Posto Alge,node
679630212,operator,Petrobras,node
679630213,addr:housenumber,507,node
679630213,addr:street,Rua Hermann Tribess,node
679630213,amenity,fuel,node
679630213,brand,Rejaile,node
679630213,fuel:diesel,yes,node
679630213,fuel:ethanol,yes,node
679630213,fuel:octane_87,yes,node
679630213,name,Posto Tribess,node
679630213,operator,Rejaile,node
679635209,crossing,uncontrolled,node
679635209,crossing_ref,zebra,node
679635209,highway,crossing,node
679635216,highway,turning_circle,node
681049220,crossing,uncontrolled,node
681049220,crossing_ref,zebra,node
681049220,highway,crossing,node
681049223,crossing,uncontrolled,node
681049223,crossing_ref,zebra,node
681049223,highway,crossing,node
681049257,bus,yes,node
681049257,public_transport,stop_position,node
681049288,bus,yes,node
681049288,public_transport,stop_position,node
681049386,bus,yes,node
681049386,public_transport,stop_position,node
681049387,crossing,uncontrolled,node
681049387,crossing_ref,zebra,node
681049387,highway,crossing,node
681049457,bus,yes,node
681049457,public_transport,stop_position,node
681049460,crossing,uncontrolled,node
681049460,crossing_ref,zebra,node
681049460,highway,crossing,node
681139074,crossing,island,node
681139074,crossing_ref,zebra,node
681139074,highway,crossing,node
681139110,crossing,uncontrolled,node
681139110,crossing_ref,zebra,node
681139110,highway,crossing,node
681139128,bus,yes,node
681139128,public_transport,stop_position,node
681139129,bench,yes,node
681139129,highway,bus_stop,node
681139129,public_transport,platform,node
681139129,shelter,yes,node
686193154,highway,stop,node
686193155,crossing,uncontrolled,node
686193155,crossing_ref,zebra,node
686193155,highway,crossing,node
686197069,crossing,uncontrolled,node
686197069,crossing_ref,zebra,node
686197069,highway,crossing,node
686197075,crossing,uncontrolled,node
686197075,crossing_ref,zebra,node
686197075,highway,crossing,node
686197075,kerb,lowered,node
686197075,tactile_paving,yes,node
686197079,crossing,uncontrolled,node
686197079,crossing_ref,zebra,node
686197079,highway,crossing,node
686197100,crossing,uncontrolled,node
686197100,crossing_ref,zebra,node
686197100,highway,crossing,node
686200590,button_operated,yes,node
686200590,crossing,traffic_signals,node
686200590,crossing_ref,zebra,node
686200590,highway,traffic_signals,node
686200590,supervised,no,node
686200590,traffic_signals:sound,no,node
686200593,button_operated,yes,node
686200593,crossing,traffic_signals,node
686200593,crossing_ref,zebra,node
686200593,highway,traffic_signals,node
686200593,supervised,no,node
686200593,traffic_signals:sound,no,node
687159833,crossing,traffic_signals,node
687159833,crossing_ref,zebra,node
687159833,highway,crossing,node
687159840,crossing,uncontrolled,node
687159840,crossing_ref,zebra,node
687159840,highway,crossing,node
687159840,supervised,no,node
687159840,tactile_paving,no,node
688257609,highway,stop,node
688257626,highway,stop,node
688257626,side,right,node
688257626,traffic_sign:forward,BR:R-1,node
688257634,crossing,uncontrolled,node
688257634,crossing_ref,zebra,node
688257634,highway,crossing,node
688257638,direction,forward,node
688257638,highway,stop,node
688257638,side,right,node
688257638,traffic_sign:forward,BR:R-1,node
688257655,crossing,uncontrolled,node
688257655,crossing_ref,zebra,node
688257655,highway,crossing,node
688257658,highway,give_way,node
688298963,noexit,yes,node
688298967,button_operated,yes,node
688298967,crossing,traffic_signals,node
688298967,crossing_ref,zebra,node
688298967,highway,traffic_signals,node
688298967,supervised,no,node
688298967,traffic_signals:sound,no,node
688298971,button_operated,yes,node
688298971,crossing,traffic_signals,node
688298971,crossing_ref,zebra,node
688298971,highway,crossing,node
688298971,supervised,no,node
688298971,traffic_signals:sound,no,node
688298978,noexit,yes,node
688298979,noexit,yes,node
688318809,bicycle,no,node
688318809,crossing,uncontrolled,node
688318809,crossing_ref,zebra,node
688318809,highway,crossing,node
688318809,supervised,no,node
691170910,direction,forward,node
691170910,highway,stop,node
691170910,side,right,node
691170910,traffic_sign:forward,BR:R-1,node
691175139,highway,stop,node
691178020,highway,stop,node
691182613,highway,turning_circle,node
695070276,highway,mini_roundabout,node
695070281,noexit,yes,node
695070290,noexit,yes,node
695070292,highway,turning_circle,node
695070319,highway,turning_circle,node
695070321,highway,mini_roundabout,node
696230836,amenity,cafe,node
696230836,contact:phone,+55 47 3037-7695,node
696230836,name,Empório do Pão,node
696230836,opening_hours,Mo-Fr 06:00-20:30; Sa 06:00-20:00,node
696230836,shop,bakery,node
696230849,highway,turning_circle,node
696230856,crossing,uncontrolled,node
696230856,crossing_ref,zebra,node
696230856,highway,crossing,node
697222449,highway,turning_circle,node
697222527,bus,yes,node
697222527,public_transport,stop_position,node
697222597,highway,turning_circle,node
726943942,amenity,courthouse,node
726943942,name,Justiça Federal,node
726950265,bus,yes,node
726950265,public_transport,stop_position,node
726950269,crossing,uncontrolled,node
726950269,crossing_ref,zebra,node
726950269,highway,crossing,node
726950293,crossing,uncontrolled,node
726950293,crossing_ref,zebra,node
726950293,highway,crossing,node
726950322,bus,yes,node
726950322,public_transport,stop_position,node
726950336,button_operated,no,node
726950336,crossing,island,node
726950336,crossing_ref,zebra,node
726950336,highway,crossing,node
726950336,traffic_signals:sound,no,node
726950344,button_operated,no,node
726950344,crossing,uncontrolled,node
726950344,crossing_ref,zebra,node
726950344,highway,crossing,node
726950344,traffic_signals:sound,no,node
726950352,crossing,uncontrolled,node
726950352,crossing_ref,zebra,node
726950352,highway,crossing,node
726950353,crossing,island,node
726950353,crossing_ref,zebra,node
726950353,highway,crossing,node
726950365,button_operated,yes,node
726950365,crossing,traffic_signals,node
726950365,crossing_ref,zebra,node
726950365,highway,traffic_signals,node
726950365,sloped_curb,yes,node
726950365,traffic_signals,continuous_green,node
726950365,traffic_signals:sound,no,node
726950387,bus,yes,node
726950387,public_transport,stop_position,node
726950406,bus,yes,node
726950406,public_transport,stop_position,node
726950407,highway,speed_camera,node
726950407,maxspeed,50,node
726966379,bicycle,yes,node
726966379,button_operated,no,node
726966379,crossing,island,node
726966379,crossing_ref,zebra,node
726966379,highway,crossing,node
726966379,supervised,no,node
726966379,tactile_paving,no,node
726966379,traffic_signals:sound,no,node
747177933,bench,yes,node
747177933,highway,bus_stop,node
747177933,public_transport,platform,node
747177933,shelter,yes,node
747177939,bus,yes,node
747177939,public_transport,stop_position,node
747177947,crossing,island,node
747177947,crossing_ref,zebra,node
747177947,highway,crossing,node
747177950,contact:phone,+55 47 3322-8730,node
747177950,name,Arte Floral,node
747177950,shop,florist,node
747177958,crossing,uncontrolled,node
747177958,crossing_ref,zebra,node
747177958,highway,crossing,node
747177972,bus,yes,node
747177972,public_transport,stop_position,node
747177985,bus,yes,node
747177985,public_transport,stop_position,node
747615348,bus,yes,node
747615348,public_transport,stop_position,node
747618530,crossing,uncontrolled,node
747618530,crossing_ref,zebra,node
747618530,highway,crossing,node
747618535,crossing,island,node
747618535,crossing_ref,zebra,node
747618535,highway,crossing,node
747618540,button_operated,no,node
747618540,crossing,uncontrolled,node
747618540,crossing_ref,zebra,node
747618540,direction,forward,node
747618540,highway,crossing,node
747618540,kerb,lowered,node
747618540,side,right,node
747618540,supervised,no,node
747618540,tactile_paving,yes,node
747618540,traffic_signals:sound,no,node
747618540,traffic_signals:vibration,no,node
747618561,crossing,uncontrolled,node
747618561,crossing_ref,zebra,node
747618561,highway,crossing,node
747618562,crossing,uncontrolled,node
747618562,crossing_ref,zebra,node
747618562,highway,crossing,node
748363022,highway,stop,node
748363023,button_operated,yes,node
748363023,crossing,traffic_signals,node
748363023,crossing_ref,zebra,node
748363023,highway,traffic_signals,node
748363023,traffic_signals,blink,node
748734610,crossing,island,node
748734610,crossing_ref,zebra,node
748734610,highway,crossing,node
748734613,crossing,uncontrolled,node
748734613,crossing_ref,zebra,node
748734613,highway,crossing,node
748734625,crossing,uncontrolled,node
748734625,crossing_ref,zebra,node
748734625,highway,crossing,node
748734630,crossing,uncontrolled,node
748734630,crossing_ref,zebra,node
748734630,highway,crossing,node
748734654,crossing,island,node
748734654,crossing_ref,zebra,node
748734654,highway,crossing,node
748734659,crossing,uncontrolled,node
748734659,crossing_ref,zebra,node
748734659,highway,crossing,node
748734660,crossing,uncontrolled,node
748734660,crossing_ref,zebra,node
748734660,highway,crossing,node
748734661,bench,yes,node
748734661,highway,bus_stop,node
748734661,public_transport,platform,node
748734661,shelter,yes,node
748734676,bus,yes,node
748734676,public_transport,stop_position,node
748734679,crossing,uncontrolled,node
748734679,crossing_ref,zebra,node
748734679,highway,crossing,node
748734698,bus,yes,node
748734698,public_transport,stop_position,node
748734704,amenity,bank,node
748734704,atm,yes,node
748734704,name,Banco do Brasil,node
748734707,crossing,uncontrolled,node
748734707,crossing_ref,zebra,node
748734707,highway,crossing,node
748734713,button_operated,no,node
748734713,crossing,uncontrolled,node
748734713,crossing_ref,zebra,node
748734713,direction,forward,node
748734713,highway,crossing,node
748734713,side,both,node
748734713,supervised,no,node
748734713,tactile_paving,yes,node
748734713,traffic_signals:sound,no,node
748734715,button_operated,no,node
748734715,crossing,island,node
748734715,crossing_ref,zebra,node
748734715,highway,crossing,node
748734715,supervised,no,node
748734715,tactile_paving,no,node
748734715,traffic_signals:sound,no,node
748734717,crossing,uncontrolled,node
748734717,crossing_ref,zebra,node
748734717,highway,crossing,node
748734720,crossing,uncontrolled,node
748734720,crossing_ref,zebra,node
748734720,highway,crossing,node
748734721,highway,speed_camera,node
748734721,maxspeed,50,node
749395670,bicycle,yes,node
749395670,crossing,uncontrolled,node
749395670,crossing_ref,zebra,node
749395670,highway,crossing,node
749395670,supervised,no,node
749395670,tactile_paving,no,node
750023979,highway,bus_stop,node
750023979,name,Belchior Central,node
750023979,public_transport,platform,node
750465869,highway,speed_camera,node
750465869,maxspeed,80,node
750465884,noexit,yes,node
750465909,highway,stop,node
750465910,direction,forward,node
750465910,hazard,curve,node
750465913,button_operated,no,node
750465913,crossing,uncontrolled,node
750465913,crossing_ref,zebra,node
750465913,highway,crossing,node
750465913,supervised,no,node
750465913,tactile_paving,yes,node
750465913,traffic_signals:sound,no,node
750465917,bus,yes,node
750465917,public_transport,stop_position,node
750465920,button_operated,no,node
750465920,crossing,uncontrolled,node
750465920,crossing_ref,zebra,node
750465920,direction,both,node
750465920,highway,crossing,node
750465920,side,both,node
750465920,supervised,no,node
750465920,tactile_paving,no,node
750465920,traffic_calming,table,node
750465920,traffic_signals:sound,no,node
750465928,bus,yes,node
750465928,public_transport,stop_position,node
750465941,crossing,uncontrolled,node
750465941,crossing_ref,zebra,node
750465941,highway,crossing,node
750465986,noexit,yes,node
750465995,noexit,yes,node
750465998,noexit,yes,node
750466024,crossing,uncontrolled,node
750466024,crossing_ref,zebra,node
750466024,direction,both,node
750466024,highway,crossing,node
750466024,side,both,node
750466024,supervised,no,node
750466024,tactile_paving,no,node
750466059,crossing,uncontrolled,node
750466059,crossing_ref,zebra,node
750466059,highway,crossing,node
752195505,crossing,uncontrolled,node
752195505,crossing_ref,zebra,node
752195505,highway,crossing,node
752195506,button_operated,no,node
752195506,crossing,uncontrolled,node
752195506,crossing_ref,zebra,node
752195506,direction,forward,node
752195506,highway,crossing,node
752195506,side,both,node
752195506,supervised,no,node
752195506,tactile_paving,no,node
752195506,traffic_calming,table,node
752195506,traffic_signals:sound,no,node
752195510,contact:phone,+55 47 3322-2228,node
752195510,name,Viva Móveis,node
752195510,shop,furniture,node
752195512,crossing,uncontrolled,node
752195512,crossing_ref,zebra,node
752195512,highway,crossing,node
752195514,shop,vacant,node
752195516,crossing,island,node
752195516,crossing_ref,zebra,node
752195516,highway,crossing,node
752195516,supervised,no,node
752195516,tactile_paving,no,node
752195519,barrier,block,node
752195519,noexit,yes,node
752195524,crossing,uncontrolled,node
752195524,crossing_ref,zebra,node
752195524,highway,crossing,node
752195526,bicycle,no,node
752195526,crossing,traffic_signals,node
752195526,crossing_ref,zebra,node
752195526,highway,traffic_signals,node
752195526,supervised,no,node
752195526,tactile_paving,no,node
752195530,crossing,island,node
752195530,crossing_ref,zebra,node
752195530,highway,crossing,node
752195532,crossing,uncontrolled,node
752195532,crossing_ref,zebra,node
752195532,highway,crossing,node
752195539,crossing,uncontrolled,node
752195539,crossing_ref,zebra,node
752195539,highway,crossing,node
752195561,crossing,uncontrolled,node
752195561,crossing_ref,zebra,node
752195561,highway,crossing,node
752195571,bus,yes,node
752195571,public_transport,stop_position,node
752195575,crossing,uncontrolled,node
752195575,crossing_ref,zebra,node
752195575,highway,crossing,node
752195585,crossing,island,node
752195585,crossing_ref,zebra,node
752195585,highway,crossing,node
752195585,supervised,no,node
752195585,tactile_paving,no,node
752195590,crossing,uncontrolled,node
752195590,crossing_ref,zebra,node
752195590,highway,crossing,node
752195591,bus,yes,node
752195591,public_transport,stop_position,node
752195600,crossing,uncontrolled,node
